Rank,Name,Team,Position,Bye,Point Prediction,Injury Report
118,Josh Gordon,NE,WR,10,111.91,
119,C.J. Anderson,DET,RB,5,109.76,
120,Preston Williams,MIA,WR,5,111.7,
121,Bilal Powell,NYJ,RB,4,109.41,
122,Kelvin Harmon,WAS,WR,10,110.16,
123,Joshua Jacobs,OAK,RB,6,107.8,
124,Derek Carr,OAK,QB,6,204.3,
125,Eli Manning,NYG,QB,11,204.19,
126,Deebo Samuel,SF,WR,4,109.64,
127,D.K. Metcalf,SEA,WR,11,109.54,Knee | Questionable for Week 1
128,Alex Barnes,TEN,RB,11,106.98,
129,Will Dissly,SEA,TE,11,90.36,
130,Emanuel Hall,CHI,WR,6,108.64,Sports Hernia | Questionable for Week 1
131,Sterling Shepard,NYG,WR,11,108.62,Thumb | Questionable for Week 1
132,Gary Jennings,SEA,WR,11,108.53,
133,Hunter Henry,LAC,TE,12,90.11,
134,Parris Campbell,IND,WR,6,108.08,Hamstring | Questionable for Week 1
135,Dion Lewis,TEN,RB,11,105.62,
136,Chris Godwin,TB,WR,7,107.56,
137,Ryan Fitzpatrick,MIA,QB,5,200.26,
138,Jaylen Samuels,PIT,RB,7,105.06,
139,Jace Sternberger,GB,TE,11,88.85,Concussion | Questionable for Week 1
140,Austin Hooper,ATL,TE,9,88.6,
141,Marcus Mariota,TEN,QB,11,198.47,
142,Tre'Quan Smith,NO,WR,9,106.55,
143,Mike Williams,LAC,WR,12,106.06,
144,Joe Flacco,DEN,QB,10,196.93,
145,Demaryius Thomas,NE,WR,10,105.67,Achilles | Questionable for Week 1
146,T.J. Hockenson,DET,TE,5,87.52,
147,David Njoku,CLE,TE,7,87.45,
148,Robby Anderson,NYJ,WR,4,104.75,Calf | Questionable for Week 1
149,Jimmy Graham,GB,TE,11,86.75,Finger | Questionable for Week 1
150,Dwayne Haskins,WAS,QB,10,194.17,
151,Devin Funchess,IND,WR,6,103.83,
152,Elijah McGuire,NYJ,RB,4,101.48,
153,Royce Freeman,DEN,RB,10,101.46,
154,Christian Kirk,ARI,WR,12,103.31,
155,Darwin Thompson,KC,RB,12,99.95,
156,Blake Bortles,LAR,QB,9,189.26,
157,Devonta Freeman,ATL,RB,9,99.62,
158,Nelson Agholor,PHI,WR,10,101.4,
159,Greg Olsen,CAR,TE,7,84.09,
160,Greg Zuerlein,LAR,K,9,173.05,
161,Trey Burton,CHI,TE,6,83.62,Sports Hernia | Questionable for Week 1
162,D.J. Moore,CAR,WR,7,100.47,
163,Dede Westbrook,JAC,WR,10,100.11,
164,Jalen Hurd,SF,WR,4,100.05,Back | Questionable for Week 1
165,Cameron Brate,TB,TE,7,83.11,
166,Justin Tucker,BAL,K,8,171.05,
167,Anthony Miller,CHI,WR,6,99.57,Ankle | Questionable for Week 1
168,Chris Hogan,CAR,WR,7,98.5,
169,John Brown,BUF,WR,6,98.41,
170,Adam Humphries,TEN,WR,11,98.27,
171,Jamaal Williams,GB,RB,11,96.43,
172,Allen Robinson,CHI,WR,6,98.13,
173,Josh Adams,PHI,RB,10,96.22,
174,Dontrelle Inman,NE,WR,10,97.98,
175,Curtis Samuel,CAR,WR,7,97.48,
176,Kenny Stills,MIA,WR,5,96.66,Leg | Questionable for Week 1
177,Damien Williams,KC,RB,12,94.7,
178,Nick Mullens,SF,QB,4,179.16,
179,Jack Doyle,IND,TE,6,79.41,
180,Vance McDonald,PIT,TE,7,79.39,
181,Duke Johnson,CLE,RB,7,93.7,
182,Nyheim Hines,IND,RB,6,93.46,
183,Case Keenum,WAS,QB,10,177.07,
184,Courtland Sutton,DEN,WR,10,94.97,
185,Ted Ginn,NO,WR,9,94.66,
186,Zach Zenner,DET,RB,5,92.92,
187,David Moore,SEA,WR,11,94.51,Shoulder | Doubtful for Week 1
188,Mike Davis,CHI,RB,6,92.56,
189,Zay Jones,BUF,WR,6,94.07,
190,Darren Sproles,PHI,RB,10,92.28,
191,Jordan Reed,WAS,TE,10,77.77,Concussion | Questionable for Week 1
192,Justin Jackson,LAC,RB,12,91.36,
193,Tyrell Williams,OAK,WR,6,92.97,Undisclosed | Questionable for Week 1
194,Damien Harris,NE,RB,10,91.03,
195,Jerick McKinnon,SF,RB,4,90.96,Knee - ACL | Questionable for Week 1
196,Delanie Walker,TEN,TE,11,76.73,
197,Ryquell Armstead,JAC,RB,10,90.58,
198,Jamison Crowder,NYJ,WR,4,91.26,
199,Sam Darnold,NYJ,QB,4,169.61,
200,Will Grier,CAR,QB,7,168.93,
201,Marqise Lee,JAC,WR,10,90.64,Knee | Questionable for Week 1
202,Corey Davis,TEN,WR,11,90.52,
203,Kenneth Dixon,BAL,RB,8,88.42,
204,Wendell Smallwood,PHI,RB,10,88.23,
205,Vernon Davis,WAS,TE,10,74.47,
206,Terry McLaurin,WAS,WR,10,89.45,
207,Robbie Gould,SF,K,4,153.21,
208,Ryan Tannehill,TEN,QB,11,165.74,
209,Donte Moncrief,PIT,WR,7,88.88,
210,Jason Myers,SEA,K,11,151.32,
211,Marquise Goodwin,SF,WR,4,87.77,
212,Travis Homer,SEA,RB,11,85.5,
213,Noah Fant,DEN,TE,10,72.06,
214,Taylor Gabriel,CHI,WR,6,86.26,
215,Josh Reynolds,LAR,WR,9,85.95,
216,Giovani Bernard,CIN,RB,9,83.81,
217,Chris Thompson,WAS,RB,10,83.53,
218,Paul Richardson,WAS,WR,10,84.62,
219,Mike Weber,DAL,RB,8,83.06,
220,Buffalo,BUF,DST,6,91.07,
221,Dallas Goedert,PHI,TE,10,70.01,Calf | Questionable for Week 1
222,Tyler Eifert,CIN,TE,9,69.97,
223,Ty Montgomery,NYJ,RB,4,82.08,
224,Ito Smith,ATL,RB,9,81.88,
225,Tyrod Taylor,LAC,QB,12,154.41,
226,Qadree Ollison,ATL,RB,9,81.1,
227,Jason Witten,DAL,TE,8,68.59,
228,Marquez Valdes-Scantling,GB,WR,11,82.21,
229,Jalen Richard,OAK,RB,6,79.83,
230,Geronimo Allison,GB,WR,11,80.76,
231,Demetrius Harris,CLE,TE,7,66.81,
232,Mark Andrews,BAL,TE,8,66.26,
233,Chicago,CHI,DST,6,85.93,
234,Wil Lutz,NO,K,9,136.35,
235,Baltimore,BAL,DST,8,85.75,
236,Elijah Holyfield,CAR,RB,7,77.67,
237,Cole Beasley,BUF,WR,6,79.01,
238,DaeSean Hamilton,DEN,WR,10,78.86,
239,Keke Coutee,HOU,WR,10,78.85,Ankle | Questionable for Week 1
240,Ka'imi Fairbairn,HOU,K,10,134.9,
241,Rex Burkhead,NE,RB,10,77.17,
242,Javorius Allen,NO,RB,9,77.17,Undisclosed | Questionable for Week 1
243,DeVante Parker,MIA,WR,5,78.56,
244,Golden Tate,NYG,WR,11,78.46,Suspension | Suspended until Week 5
245,Diontae Johnson,PIT,WR,7,78.28,
246,Matt Prater,DET,K,5,133.15,
247,Damarea Crockett,HOU,RB,10,76.1,
248,Theo Riddick,DEN,RB,10,75.79,Shoulder | Doubtful for Week 1
249,Scott Miller,TB,WR,7,76.7,
250,Keelan Cole,JAC,WR,10,76.62,
251,Ian Thomas,CAR,TE,7,63.62,
252,D'Onta Foreman,IND,RB,6,74.89,
253,Rashard Higgins,CLE,WR,7,75.78,
254,Corey Clement,PHI,RB,10,74.33,
255,Josh Doctson,WAS,WR,10,75.63,
256,Jaron Brown,SEA,WR,11,75.46,
257,Rashaad Penny,SEA,RB,11,73.87,
258,Alfred Morris,DAL,RB,8,73.84,
259,Randall Cobb,DAL,WR,8,75.14,
260,Dustin Hopkins,WAS,K,10,128.55,
261,Nick Foles,JAC,QB,10,139.44,
262,Stephen Gostkowski,NE,K,10,127.75,
263,Jordan Thomas,HOU,TE,10,61.89,
264,Willie Snead,BAL,WR,8,74.44,
265,Lamar Jackson,BAL,QB,8,138.38,
266,KeeSean Johnson,ARI,WR,12,74.24,
267,Jakobi Meyers,NE,WR,10,73.71,
268,Quincy Enunwa,NYJ,WR,4,73.55,
269,Ricky Seals-Jones,ARI,TE,12,61.05,
270,Torrey Smith,CAR,WR,7,72.55,
271,Ryan Succop,TEN,K,11,124.15,
272,Drew Lock,DEN,QB,10,134.33,Thumb | Doubtful for Week 1
273,Miles Boykin,BAL,WR,8,72.07,
274,Trey Quinn,WAS,WR,10,71.81,Thumb | Questionable for Week 1
275,Mason Crosby,GB,K,11,122.3,
276,Jesse James,DET,TE,5,59.15,
277,Mo Alie-Cox,IND,TE,6,59.08,
278,C.J. Uzomah,CIN,TE,9,58.58,
279,Kendrick Bourne,SF,WR,4,69.85,
280,Aldrick Rosas,NYG,K,11,118.6,
281,Breshad Perriman,TB,WR,7,69.0,
282,Josh Lambo,JAC,K,10,117.56,
283,Danny Amendola,DET,WR,5,68.52,
284,Adam Vinatieri,IND,K,6,117.38,
285,Daniel Jones,NYG,QB,11,127.45,
286,Cameron Artis-Payne,CAR,RB,7,66.94,
287,Giorgio Tavecchio,ATL,K,9,116.6,
288,Jeff Wilson,SF,RB,4,66.69,
289,Antonio Callaway,CLE,WR,7,67.61,Suspension | Suspended until Week 5
290,Cordarrelle Patterson,CHI,WR,6,67.59,
291,Michael Gallup,DAL,WR,8,67.58,
292,Alfred Blue,JAC,RB,10,66.09,Ankle | Questionable for Week 1
293,Blake Jarwin,DAL,TE,8,55.85,Foot | Questionable for Week 1
294,Ed Dickson,SEA,TE,11,55.78,Knee | Out for Week 1
295,Harrison Butker,KC,K,12,114.88,
296,Dan Arnold,NO,TE,9,55.37,
297,Darius Slayton,NYG,WR,11,66.63,Hamstring | Questionable for Week 1
298,Stephen Hauschka,BUF,K,6,114.15,
299,Houston,HOU,DST,10,71.5,
300,Vyncint Smith,HOU,WR,10,66.13,
301,Jake Kumerow,GB,WR,11,66.13,
302,Mecole Hardman,KC,WR,12,65.93,
303,Jonnu Smith,TEN,TE,11,54.63,Knee - MCL | Questionable for Week 1
304,Jay Ajayi,FA,RB,,64.37,
305,Cody Latimer,NYG,WR,11,64.98,
306,Phillip Dorsett,NE,WR,10,64.78,
307,Seth Roberts,BAL,WR,8,64.66,
308,Chris Herndon,NYJ,TE,4,53.29,Suspension | Suspended until Week 6
309,Tim Patrick,DEN,WR,10,64.14,
310,Jimmy Garoppolo,SF,QB,4,119.4,
311,Keith Kirkwood,NO,WR,9,63.97,Undisclosed | Questionable for Week 1
312,Minnesota,MIN,DST,12,69.01,
313,Riley Ridley,CHI,WR,6,63.83,
314,Nick O'Leary,MIA,TE,5,52.91,
315,Gerald Everett,LAR,TE,9,52.78,
316,Tavon Austin,DAL,WR,8,63.48,
317,Denver,DEN,DST,10,68.37,
318,Devontae Booker,DEN,RB,10,61.94,
319,Los Angeles R,LAR,DST,9,68.08,
320,Allen Hurns,MIA,WR,5,62.5,
321,Jordan Matthews,SF,WR,4,62.36,
322,Jordan Scarlett,CAR,RB,7,61.12,
323,Travis Fulgham,DET,WR,5,61.32,
324,Jake Elliott,PHI,K,10,103.5,
325,Jacksonville,JAC,DST,10,64.98,
326,Russell Shepard,NYG,WR,11,59.99,
327,Tajae Sharpe,TEN,WR,11,59.7,
328,Ryan Griffin,NYJ,TE,4,48.9,
329,New Orleans,NO,DST,9,63.19,
330,Alex Collins,FA,RB,,57.42,Leg | Out for Week 1
331,Chester Rogers,IND,WR,6,57.92,
332,Graham Gano,CAR,K,7,98.81,Leg | Questionable for Week 1
333,Indianapolis,IND,DST,6,62.13,
334,Dan Bailey,MIN,K,12,97.79,
335,Jeff Heuerman,DEN,TE,10,47.25,Shoulder | Questionable for Week 1
336,Adam Shaheen,CHI,TE,6,47.19,
337,Dez Bryant,FA,WR,,56.4,
338,Seth DeValve,CLE,TE,7,46.82,
339,Brandon McManus,DEN,K,10,96.6,
340,Corey Grant,GB,RB,11,55.32,
341,Cairo Santos,TB,K,7,95.86,
342,New England,NE,DST,10,60.13,
343,Raheem Mostert,SF,RB,4,54.52,
344,Chris Conley,JAC,WR,10,55.31,
345,Brice Butler,MIA,WR,5,54.77,
346,Seattle,SEA,DST,11,59.11,
347,Darrel Williams,KC,RB,12,53.69,
348,Lee Smith,BUF,TE,6,45.34,
349,Brandon Powell,DET,WR,5,54.28,
350,Demarcus Robinson,KC,WR,12,54.06,
351,Travis Benjamin,LAC,WR,12,54.0,
352,Charles Clay,ARI,TE,12,44.66,
353,Miami,MIA,DST,5,57.75,
354,Dallas,DAL,DST,8,57.72,
355,Taywan Taylor,TEN,WR,11,53.23,
356,Tyler Higbee,LAR,TE,9,44.08,
357,Rhett Ellison,NYG,TE,11,44.07,
358,Andre Ellington,TB,RB,7,52.04,
359,Brett Maher,DAL,K,8,90.75,
360,Chandler Catanzaro,NYJ,K,4,90.73,
361,Justin Hardy,ATL,WR,9,52.9,
362,Benjamin Watson,NE,TE,10,43.74,Suspension | Suspended until Week 5
363,Randy Bullock,CIN,K,9,89.65,
364,John Ross,CIN,WR,9,52.28,Hamstring | Questionable for Week 1
365,Washington,WAS,DST,10,56.45,
366,Richie James,SF,WR,4,52.19,
367,James Washington,PIT,WR,7,52.17,
368,Los Angeles C,LAC,DST,12,56.24,
369,Matt LaCosse,NE,TE,10,42.74,
370,Cleveland,CLE,DST,7,55.48,
371,Jordan Wilkins,IND,RB,6,50.34,Foot | Questionable for Week 1
372,Michael Crabtree,FA,WR,,50.97,
373,Hayden Hurst,BAL,TE,8,42.33,
374,Jakeem Grant,MIA,WR,5,49.93,Hamstring | Questionable for Week 1
375,Virgil Green,LAC,TE,12,41.31,
376,Marcell Ateman,OAK,WR,6,48.95,
377,Wayne Gallman,NYG,RB,11,47.9,
378,Maurice Harris,NE,WR,10,48.64,
379,Austin Carr,NO,WR,9,48.31,
380,Carolina,CAR,DST,7,51.9,
381,Ryan Grant,OAK,WR,6,47.98,
382,LeGarrette Blount,FA,RB,,47.08,
383,Jarius Wright,CAR,WR,7,47.4,
384,Geoff Swaim,JAC,TE,10,39.29,Foot | Questionable for Week 1
385,Josh Rosen,MIA,QB,5,87.5,
386,Chris Boswell,PIT,K,7,80.12,
387,Isaiah McKenzie,BUF,WR,6,46.72,
388,Brian Hill,ATL,RB,9,45.75,
389,Cody Core,CIN,WR,9,46.49,
390,Nick Vannett,SEA,TE,11,38.45,
391,Pittsburgh,PIT,DST,7,49.66,
392,Michael Badgley,LAC,K,12,78.0,
393,Tennessee,TEN,DST,11,48.69,
394,Levine Toilolo,SF,TE,4,37.37,Shoulder | Questionable for Week 1
395,Rishard Matthews,NO,WR,9,44.83,
396,Dwayne Washington,NO,RB,9,43.64,Concussion | Questionable for Week 1
397,Darren Waller,OAK,TE,6,36.54,
398,Trenton Cannon,NYJ,RB,4,43.12,
399,Philadelphia,PHI,DST,10,47.41,
400,Damion Ratley,CLE,WR,7,43.83,
401,Daniel Carlson,OAK,K,6,75.0,
402,Malcolm Brown,LAR,RB,9,41.79,
403,Equanimeous St. Brown,GB,WR,11,42.42,Ankle | Out for Week 1
404,Josh Hill,NO,TE,9,35.19,
405,New York G,NYG,DST,11,45.38,
406,Josh Oliver,JAC,TE,10,34.64,Hamstring | Questionable for Week 1
407,Austin Seibert,CLE,K,7,70.2,
408,Marcus Murphy,BUF,RB,6,40.0,
409,Detroit,DET,DST,5,43.8,
410,Matt Bryant,FA,K,,69.35,
411,Chris Ivory,FA,RB,,39.58,
412,Jason Croom,BUF,TE,6,33.21,
413,Andy Jones,DET,WR,5,39.42,
414,Hunter Renfrow,OAK,WR,6,39.2,
415,Kahale Warring,HOU,TE,10,32.56,Concussion | Questionable for Week 1
416,Kapri Bibbs,FA,RB,,38.09,
417,Zane Gonzalez,ARI,K,12,66.46,
418,Jordan Akins,HOU,TE,10,31.98,
419,Eli Rogers,PIT,WR,7,38.28,
420,Arizona,ARI,DST,12,41.04,
421,Josh Bellamy,NYJ,WR,4,37.89,
422,Pierre Garcon,FA,WR,,37.53,
423,Kelvin Benjamin,FA,WR,,37.47,
424,Trent Taylor,SF,WR,4,37.35,Foot | Doubtful for Week 1
425,Chad Williams,ARI,WR,12,37.17,
426,Chris Moore,BAL,WR,8,37.03,
427,Chase Edmonds,ARI,RB,12,36.15,
428,New York J,NYJ,DST,4,39.66,
429,Atlanta,ATL,DST,9,39.55,
430,Ameer Abdullah,MIN,RB,12,35.91,
431,Jake Butt,DEN,TE,10,29.78,Knee | Out for Week 1
432,J.J. Nelson,OAK,WR,6,35.68,Ankle | Questionable for Week 1
433,Trevon Wesco,NYJ,TE,4,29.45,
434,Paul Perkins,NYG,RB,11,34.67,
435,James Develin,NE,RB,10,34.65,
436,Maxx Williams,ARI,TE,12,29.03,
437,Kevin White,ARI,WR,12,34.73,
438,Kansas City,KC,DST,12,37.44,
439,Greg Joseph,CLE,K,7,59.14,
440,Rod Smith,NYG,RB,11,33.38,Groin | Questionable for Week 1
441,DeAndre Washington,OAK,RB,6,33.12,
442,Jason Sanders,MIA,K,5,57.75,
443,D.J. Chark,JAC,WR,10,33.56,Concussion | Questionable for Week 1
444,Laquon Treadwell,MIN,WR,12,33.43,
445,Green Bay,GB,DST,11,36.04,
446,Kyle Juszczyk,SF,RB,4,32.68,Hand | Questionable for Week 1
447,John Kelly,LAR,RB,9,32.33,
448,Kalen Ballage,MIA,RB,5,32.11,
449,Luke Willson,OAK,TE,6,26.85,
450,Austin Seferian-Jenkins,FA,TE,,26.49,
451,James O'Shaughnessy,JAC,TE,10,26.37,
452,Mack Hollins,PHI,WR,10,31.37,
453,Nick Boyle,BAL,TE,8,25.91,
454,Xavier Grimble,PIT,TE,7,25.4,
455,Ronald Jones,TB,RB,7,29.15,
456,C.J. Prosise,SEA,RB,11,28.87,
457,Dwayne Allen,MIA,TE,5,24.41,
458,Bruce Ellington,FA,WR,,28.94,
459,Cody Parkey,FA,K,,48.95,
460,Mike Gesicki,MIA,TE,5,23.61,
461,Jordan Taylor,MIN,WR,12,28.01,
462,Matt Gay,TB,K,7,45.72,
463,Logan Paulsen,ATL,TE,9,22.09,
464,Tampa Bay,TB,DST,7,28.38,
465,Andre Roberts,BUF,WR,6,26.2,
466,Jeremy Hill,FA,RB,,25.41,
467,DeAndre Carter,HOU,WR,10,25.75,
468,Ryan Switzer,PIT,WR,7,24.08,
469,Alex Erickson,CIN,WR,9,22.64,
470,Chad Beebe,MIN,WR,12,22.41,
471,Blake Bell,KC,TE,12,18.03,
472,Dwayne Harris,OAK,WR,6,21.51,
473,Oakland,OAK,DST,6,22.53,
474,J.D. McKissic,SEA,RB,11,19.46,
475,Taysom Hill,NO,QB,9,33.25,
476,San Francisco,SF,DST,4,19.05,
477,Benny Cunningham,JAC,RB,10,16.79,
478,Josh Malone,CIN,WR,9,16.62,
479,Robert Griffin III,BAL,QB,8,30.86,Thumb | Questionable for Week 1
480,Mark Walton,MIA,RB,5,16.16,
481,Josh Ferguson,HOU,RB,10,14.23,
482,T.J. Logan,ARI,RB,12,11.64,
483,Mike Boone,MIN,RB,12,11.09,
484,J'Mon Moore,GB,WR,11,8.48,
485,Justin Watson,TB,WR,7,5.63,
486,Teddy Bridgewater,NO,QB,9,2.16,Illness | Questionable for Week 1
487,Benny Snell Jr.,PIT,RB,7,0,
488,Boston Scott,PHI,RB,10,0,
489,Braxton Berrios,NE,WR,10,0,
490,Bruce Anderson,TB,RB,7,0,
491,Byron Pringle,KC,WR,12,0,
492,Cameron Meredith,NE,WR,10,0,Undisclosed | Physically Unable to Perform
493,Chris Warren III,FA,RB,,0.0,
494,Daurice Fountain,IND,WR,6,0,Ankle | IR. Injured Reserve
495,Dawson Knox,BUF,TE,6,0,
496,Deon Cain,IND,WR,6,0,
497,Derrius Guice,WAS,RB,10,0,
498,Doug Martin,OAK,RB,6,0,Shoulder | IR. Injured Reserve
499,Drew Sample,CIN,TE,9,0,
500,Dylan Cantrell,FA,WR,,0,Shoulder | IR. Injured Reserve
501,Eddy Pineiro,CHI,K,6,0.0,
502,Foster Moreau,OAK,TE,6,0,
503,Garrett Celek,SF,TE,4,0,Back | Physically Unable to Perform
504,Hakeem Butler,ARI,WR,12,0,Hand | IR. Injured Reserve
505,Irv Smith Jr.,MIN,TE,12,0,
506,J.J. Arcega-Whiteside,PHI,WR,10,0,
507,Jaleel Scott,BAL,WR,8,0,
508,Jermaine Kearse,DET,WR,5,0,Leg | IR. Injured Reserve
509,Jordan Lasley,OAK,WR,6,0,
510,Lamar Miller,HOU,RB,10,0,Knee - ACL | IR. Injured Reserve
511,Rodney Anderson,CIN,RB,9,0,
512,Spencer Ware,IND,RB,6,0,Ankle | Physically Unable to Perform
513,Tony Pollard,DAL,RB,8,0.0,
514,Ty Johnson,DET,RB,5,0,
515,Tyler Kroft,BUF,TE,6,0,Foot | Physically Unable to Perform
516,Cincinnati,CIN,DST,9,-0.22,
